Actual_interval_down,Actual_interval_up,Confirm_interval_down,Confirm_interval_up,Dailynew_actual,Dailynew_confirm,Dailynew_cure,Dailynew_remove,Date,Predict_actual,Predict_confirm,Predict_cure,Remain_confirm,Remove,ADate,Official_confirmed,Official_cure,Official_dailynew,Official_remove
9316.0,9699.0,5194.0,5481.0,0.0,0.0,0.0,0.0,2020/02/01,9507.0,5337.0,121.80270067724778,5214.0,123.0,2020-02-01,5337.0,113.0,0.0,123.0
10071.0,10470.0,6284.0,6599.0,763.342905020827,1104.231982046479,223.38125499058566,225.57038366886644,2020/02/02,10270.342905020827,6441.231982046479,345.18395566783346,6092.661598377613,348.57038366886644,2020-02-02,6028.0,180.0,691.0,191.0
10724.0,11133.0,7281.0,7619.0,658.0693529790697,1008.6974651479213,255.51149715190436,258.00658624680847,2020/02/03,10928.412257999897,7449.9294471944,600.6954528197379,6843.352477278726,606.5769699156749,2020-02-03,6949.0,289.0,921.0,301.0
11274.0,11694.0,8182.0,8541.0,554.8188486614381,911.0514939787072,282.65091228261406,285.40133018263884,2020/02/04,11483.231106661335,8360.980941173108,883.3463651023518,7469.002641074794,891.9783000983138,2020-02-04,7646.0,372.0,697.0,384.0
11724.0,12152.0,8986.0,9362.0,454.4214109331824,812.3978497200533,304.9341539831621,307.89096814846096,2020/02/05,11937.652517594517,9173.37879089316,1188.280519085514,7973.509522646386,1199.8692682467747,2020-02-05,8465.0,471.0,819.0,485.0
12078.0,12513.0,9692.0,10083.0,357.61401399068745,713.7626059463892,322.5317564987465,325.6480696504368,2020/02/06,12295.266531585205,9887.14139683955,1510.8122755842605,8361.624058942338,1525.5173378972115,2020-02-06,9049.0,669.0,584.0,686.0
12340.0,12780.0,10302.0,10704.0,265.04077847876215,616.0903572396237,335.6457191058382,338.8769583647711,2020/02/07,12560.307310063967,10503.231754079174,1846.457994690099,8638.837457817192,1864.3942962619826,2020-02-07,9645.0,935.0,596.0,959.0
12517.0,12959.0,10818.0,11229.0,177.25417836364068,520.2416328183499,344.5050689264407,347.80922828999564,2020/02/08,12737.561488427607,11023.473386897524,2190.96306361654,8811.269862345545,2212.2035245519783,2020-02-08,10096.0,1211.0,451.0,1244.0
12611.0,13056.0,11241.0,11661.0,94.7170429236703,426.9912781195126,349.3614510135135,352.6992880347784,2020/02/09,12832.278531351278,11450.464665017036,2540.3245146300533,8885.561852430279,2564.9028125867567,2020-02-09,10540.0,1486.0,444.0,1523.0
12631.0,13075.0,11575.0,12001.0,20.596915053016346,337.09828990835194,350.485242127108,353.82043444993724,2020/02/10,12852.875446404294,11787.562954925388,2890.8097567571613,8868.839707888694,2918.723247036694,2020-02-10,10910.0,1774.0,370.0,1816.0
12632.0,13077.0,11830.0,12260.0,1.08690603823743,257.0991276075565,348.23958700627327,351.53960019188435,2020/02/11,12853.962352442531,12044.662082532945,3239.0493437634336,8774.399235304367,3270.2628472285783,2020-02-11,11287.0,2101.0,377.0,2146.0
12633.0,13077.0,12023.0,12457.0,0.825704400689574,195.31392341017636,343.3436922235605,346.58316900701493,2020/02/12,12854.788056843221,12239.976005943121,3582.3930359869946,8623.129989707528,3616.846016235593,2020-02-12,11598.0,2470.0,311.0,2527.0
12633.0,13078.0,12170.0,12607.0,0.6272740309777873,148.37677098027962,336.55201824024107,339.7130474137416,2020/02/13,12855.415330874199,12388.3527769234,3918.9450542272357,8431.793713274066,3956.559063649335,2020-02-13,11899.15778,2861.0,301.1577799999996,2923.0
12634.0,13079.0,12283.0,12721.0,0.4765297067096981,112.71937937543771,328.4400254077932,331.51035435621407,2020/02/14,12855.891860580909,12501.072156298838,4247.385079635029,8213.00273829329,4288.069418005549,2020-02-14,12148.4307,3322.0,249.27292000000125,3388.0
12634.0,13080.0,12367.0,12807.0,0.3620117489426775,85.63105139255822,319.44019879803545,322.4118111603493,2020/02/15,12856.253872329851,12586.703207691397,4566.825278433064,7976.221978525498,4610.481229165898,2020-02-15,12334.53945,3796.0,186.10874999999942,3865.0
12635.0,13079.0,12432.0,12873.0,0.2750143439934618,65.05249498894773,309.87660382984365,312.7446433971627,2020/02/16,12856.528886673845,12651.755702680344,4876.701882262908,7728.529830117283,4923.225872563061,2020-02-16,12464.2516,4212.0,129.71214999999938,4286.0
12636.0,13080.0,12481.0,12922.0,0.20892384914805007,49.41930474867877,299.99111100441496,302.75306786472447,2020/02/17,12856.737810522993,12701.175007429023,5176.692993267323,7475.196067001238,5225.978940427785,2020-02-17,12555.61407,4690.0,91.36247000000004,4769.0
12635.0,13080.0,12518.0,12960.0,0.15871599240927026,37.54302843395999,289.963316785128,292.61841227230707,2020/02/18,12856.896526515402,12738.718035862983,5466.656310052451,7220.120683162891,5518.597352700092,2020-02-18,12618.77825,5248.0,63.16417999999976,5331.0
12635.0,13080.0,12546.0,12989.0,0.1205739096913021,28.52081668692881,279.9256706227179,282.47439291985484,2020/02/19,12857.017100425093,12767.238852549912,5746.581980675169,6966.167106929965,5801.071745619947,2020-02-19,12666.15139,5818.0,47.373140000001506,5907.0
12636.0,13080.0,12568.0,13011.0,0.09159801118403266,21.66679420877881,269.97495912577597,272.4187130054461,2020/02/20,12857.108698436277,12788.90564675869,6016.556939800945,6715.415188133297,6073.490458625393,2020-02-20,12803.0,6476.0,136.8486099999991,6568.0
12635.0,13080.0,12584.0,13028.0,0.06958549569753814,16.459905588289985,260.1810275046937,262.5218705634179,2020/02/21,12857.178283931975,12805.36555234698,6276.737967305638,6469.353223158169,6336.012329188811,2020-02-21,12834.0,7102.0,31.0,7197.0
12677.0,13122.0,12639.0,13083.0,41.578656360625246,55.56472458207463,851.8403823838215,859.7470921562062,2020/02/22,12898.7569402926,12860.930276929055,7128.578349689459,5665.170855584038,7195.7594213450175,2020-02-22,12852.0,7590.0,18.0,7686.0
12707.0,13152.0,12660.0,13105.0,30.355111218661477,20.82025855855136,745.4261402562806,752.2991468528671,2020/02/23,12929.112051511262,12881.750535487607,7874.004489945741,4933.691967289722,7948.058568197885,2020-02-23,12863.0,7996.0,11.0,8093.0
12720.0,13166.0,12674.0,13120.0,13.386041872694477,15.200137473007999,651.4070476540927,657.3688522269804,2020/02/24,12942.498093383956,12896.950672960615,8525.411537599834,4291.52325253575,8605.427420424865,2020-02-24,12872.0,8469.0,9.0,8569.0
12720.0,13166.0,12686.0,13132.0,0.0,11.097082804166348,568.5971120033228,573.7581496851453,2020/02/25,12942.498093383956,12908.047755764781,9094.008649603156,3728.8621856547707,9179.18557011001,2020-02-25,12877.0,8833.0,5.0,8933.0
12720.0,13166.0,12694.0,13140.0,0.0,8.101586494252842,495.8447881615866,500.30386461788476,2020/02/26,12942.498093383956,12916.149342259034,9589.853437764743,3236.6599075311387,9679.489434727895,2020-02-26,12901.0,9295.0,24.0,9398.0
12720.0,13166.0,12699.0,13145.0,0.0,5.914680459060037,432.0614827252703,435.9064725821081,2020/02/27,12942.498093383956,12922.064022718094,10021.914920490011,2806.6681154080907,10115.395907310003,2020-02-27,12910.0,9714.0,9.0,9820.0
12720.0,13166.0,12704.0,13150.0,0.0,4.318097624411166,376.2373477615838,379.5460327426099,2020/02/28,12942.498093383956,12926.382120342505,10398.152268251595,2431.440180289892,10494.941940052613,2020-02-28,12914.0,10107.0,4.0,10215.0
12720.0,13166.0,12707.0,13153.0,0.0,3.152489235804751,327.44847416552153,330.28943891608105,2020/02/29,12942.498093383956,12929.53460957831,10725.600742417118,2104.3032306096156,10825.231378968694,2020-02-29,12917.0,10438.0,3.0,10547.0
12720.0,13166.0,12710.0,13155.0,0.0,2.301519969234505,284.85838214045907,287.2919139037367,2020/03/01,12942.498093383956,12931.836129547544,11010.459124557578,1819.3128366751134,11112.52329287243,2020-03-01,12923.0,10705.0,6.0,10814.0
12720.0,13166.0,12711.0,13157.0,0.0,1.6802576181053155,247.71584291634827,249.79480092387348,2020/03/02,12942.498093383956,12933.51638716565,11258.174967473926,1571.1982933693453,11362.318093796304,2020-03-02,12923.0,11037.0,0.0,11146.0
12720.0,13165.0,12712.0,13158.0,0.0,1.2266961193454335,215.3504557523338,217.1210899031612,2020/03/03,12942.498093383956,12934.743083284995,11473.52542322626,1355.3038995855295,11579.439183699466,2020-03-03,12923.0,11300.0,0.0,11410.0
12720.0,13166.0,12713.0,13159.0,0.0,0.8955669670558564,187.16695999020519,188.66966776517802,2020/03/04,12942.498093383956,12935.63865025205,11660.692383216465,1167.5297987874073,11768.108851464644,2020-03-04,12923.0,11566.0,0.0,11676.0
12720.0,13166.0,12714.0,13160.0,0.0,0.6538215109794692,162.63894905579036,163.9089659389574,2020/03/05,12942.498093383956,12936.29247176303,11823.331332272255,1004.2746543594294,11932.017817403601,2020-03-05,12924.0,11760.0,1.0,11871.0
12721.0,13166.0,12714.0,13160.0,0.0,0.47733174376662646,141.30243015354608,142.37045299553756,2020/03/06,12942.498093383956,12936.769803506797,11964.633762425801,862.3815331076585,12074.388270399138,2020-03-06,12925.0,11936.0,1.0,12047.0
12720.0,13166.0,12715.0,13161.0,0.0,0.34848285495354503,122.74951562731077,123.64226102713292,2020/03/07,12942.498093383956,12937.11828636175,12087.383278053112,739.0877549354791,12198.030531426271,2020-03-07,12925.0,12054.0,0.0,12165.0
12720.0,13166.0,12715.0,13161.0,0.0,0.2544148927554488,106.62242359681841,107.3631249802147,2020/03/08,12942.498093383956,12937.372701254506,12194.005701649929,631.9790448480198,12305.393656406486,2020-03-08,12925.0,12167.0,0.0,12279.0
12720.0,13166.0,12715.0,13161.0,0.0,0.18573923013536842,92.60788830935415,93.21673624978393,2020/03/09,12942.498093383956,12937.558440484641,12286.613589959285,538.9480478283713,12398.61039265627,2020-03-09,12925.0,12312.0,0.0,12424.0
12720.0,13166.0,12715.0,13161.0,0.0,0.1356015799647139,80.43202969142477,80.92656040630754,2020/03/10,12942.498093383956,12937.694042064606,12367.045619650711,458.15708900202844,12479.536953062578,2020-03-10,12926.0,12419.0,1.0,12531.0
12720.0,13166.0,12715.0,13161.0,0.0,0.0989978669458651,69.85569703576584,70.2511340552428,2020/03/11,12942.498093383956,12937.793039931552,12436.901316686477,388.0049528137315,12549.78808711782,2020-03-11,12927.0,12495.0,1.0,12608.0
12720.0,13166.0,12716.0,13161.0,0.0,0.07227481012341741,60.670279269195824,60.97983313299301,2020/03/12,12942.498093383956,12937.865314741675,12497.571595955671,327.0973944908619,12610.767920250813,2020-03-12,12927.0,12542.0,0.0,12656.0
12720.0,13166.0,12715.0,13161.0,0.0,0.05276525832414336,52.693960362363214,52.92909093436174,2020/03/13,12942.498093383956,12937.91808,12550.265556318034,274.2210688148243,12663.697011185175,2020-03-13,12939.0,12592.0,12.0,12706.0
12720.0,13166.0,12717.0,13163.0,0.0,1.0819200000005367,73.87881862082395,74.30298881482486,2020/03/14,12942.498093383956,12939.0,12624.144374938858,201.0,12738.0,2020-03-14,12939.0,12624.0,0.0,12738.0
12720.0,13166.0,12717.0,13163.0,0.0,0.9442644092432602,32.043617270390314,32.088446625857614,2020/03/15,12942.498093383956,12939.944264409243,12656.187992209248,169.85581778338565,12770.088446625858,2020-03-15,12939.0,12646.0,0.0,12760.0
12720.0,13166.0,12718.0,13164.0,0.0,0.6893726255493675,36.498004992363356,36.581609025846774,2020/03/16,12942.498093383956,12940.633637034793,12692.685997201612,133.96358138308824,12806.670055651704,2020-03-16,12939.0,12692.0,0.0,12807.0
12720.0,13165.0,12719.0,13164.0,0.0,0.5032855197587196,38.02580841596864,38.12170427775527,2020/03/17,12942.498093383956,12941.136922554551,12730.71180561758,96.34516262509169,12844.79175992946,,,,,
12720.0,13166.0,12719.0,13165.0,0.0,0.36743020124413306,37.645045729334015,37.73607923365489,2020/03/18,12942.498093383956,12941.504352755795,12768.356851346914,58.97651359268093,12882.527839163115,,,,,
12720.0,13166.0,12719.0,13166.0,0.0,0.26824724064863403,36.068770680003574,36.144297076387375,2020/03/19,12942.498093383956,12941.772599996444,12804.425622026918,23.10046375694219,12918.672136239502,,,,,
12720.0,13166.0,12719.0,13166.0,0.0,0.19583741824862955,33.791401965678226,23.29630117519082,2020/03/20,12942.498093383956,12941.968437414693,12838.217023992594,0.0,12941.968437414693,,,,,
12720.0,13166.0,12720.0,13165.0,0.0,0.14297367270773975,31.151188308389465,0.14297367270773975,2020/03/21,12942.498093383956,12942.1114110874,12869.368212300986,0.0,12942.1114110874,,,,,
12720.0,13166.0,12720.0,13166.0,0.0,0.10437980627648358,28.37536912141695,0.10437980627648358,2020/03/22,12942.498093383956,12942.215790893677,12897.743581422405,0.0,12942.215790893677,,,,,
12720.0,13166.0,12720.0,13165.0,0.0,0.07620384565416316,25.61274363662051,0.07620384565416316,2020/03/23,12942.498093383956,12942.291994739331,12923.356325059023,0.0,12942.291994739331,,,,,
12720.0,13166.0,12720.0,13166.0,0.0,0.05563362253269588,22.95710874634642,0.05563362253269588,2020/03/24,12942.498093383956,12942.347628361864,12946.313433805371,0.0,12942.347628361864,,,,,
12720.0,13166.0,12720.0,13165.0,0.0,0.040616055031932774,20.4640649455232,0.040616055031932774,2020/03/25,12942.498093383956,12942.388244416896,12966.777498750891,0.0,12942.388244416896,,,,,
12720.0,13166.0,12720.0,13166.0,0.0,0.029652282577444566,18.16303120826888,0.029652282577444566,2020/03/26,12942.498093383956,12942.417896699473,12984.940529959162,0.0,12942.417896699473,,,,,
12720.0,13166.0,12719.0,13166.0,0.0,0.02164804069798265,16.065789693646366,0.02164804069798265,2020/03/27,12942.498093383956,12942.439544740171,13001.006319652808,0.0,12942.439544740171,,,,,
