Actual_interval_down,Actual_interval_up,Confirm_interval_down,Confirm_interval_up,Dailynew_actual,Dailynew_confirm,Dailynew_remove,Date,Predict_actual,Predict_confirm,Remain_confirm,Remove,ADate,Official_confirmed,Official_dailynew,Official_remove
36786.0,37541.0,34147.0,34877.0,1.9426806829869747e-09,162.62966534806765,96.3977838402966,2020/05/08,37162.61410455431,34511.27047627142,31329.370634168205,3181.899842103216,,,,
36784.0,37541.0,34300.0,35029.0,-3.812601789832115e-09,153.23071068068384,96.58686670898533,2020/05/09,37162.6141045505,34664.501186952104,31386.014478139903,3278.4867088122014,,,,
36785.975000000006,37541.0,34444.0,35175.0,-1.1204974725842476e-09,144.3749577167764,96.7473068633235,2020/05/10,37162.61410454938,34808.87614466888,31433.642128993357,3375.234015675525,,,,
36785.0,37541.0,34580.0,35312.0,7.930793799459934e-10,136.03100957688002,96.88081432807121,2020/05/11,37162.61410455017,34944.90715424576,31472.792324242164,3472.114830003596,,,,
36785.0,37541.0,34706.0,35442.0,2.306478563696146e-09,128.16928658370307,96.98899998660545,2020/05/12,37162.61410455248,35073.07644082946,31503.97261083926,3569.1038299902016,,,,
36785.0,37541.0,34827.0,35561.0,-1.4551915228366852e-10,120.76192122606881,97.07338131195775,2020/05/13,37162.61410455233,35193.83836205553,31527.661150753374,3666.1772113021593,,,,
36786.0,37541.0,34940.0,35676.0,-8.949427865445614e-10,113.78265403655678,97.1353880478855,2020/05/14,37162.61410455144,35307.62101609209,31544.308416742046,3763.312599350045,,,,
36786.0,37540.0,35046.0,35784.0,5.238689482212067e-10,107.2067437631049,97.1763671101321,2020/05/15,37162.61410455196,35414.827759855194,31554.338793395018,3860.488966460177,,,,
36786.0,37541.0,35147.0,35885.0,6.548361852765083e-11,101.01087903103326,97.19758740632687,2020/05/16,37162.61410455203,35515.83863888623,31558.152085019723,3957.686553866504,,,,
36784.0,37542.0,35241.0,35982.0,-4.3655745685100555e-11,95.17309566231415,97.20024434717197,2020/05/17,37162.61410455198,35611.01173454854,31556.124936334865,4054.886798213676,,,,
